,name,salary_from,salary_to,salary_currency,area_name,published_at
1865,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Сочи,2022-12-23T10:24:47+0300
1866,Senior Java-разработчик,,,,Нижний Новгород,2022-12-23T11:17:34+0300
1867,Retail graphic designer,,,,Москва,2022-12-23T09:36:07+0300
1868,SRE-инженер в PRM,,,,Сочи,2022-12-23T11:11:21+0300
1869,Специалист службы поддержки в Яндекс Станцию,26000.0,,RUR,Тюмень,2022-12-23T10:24:41+0300
1870,Специалист по информационной безопасности,,,,Кемерово,2022-12-23T08:06:15+0300
1871,Senior Kotlin Multiplatform разработчик,,,,Москва,2022-12-23T10:28:51+0300
1872,Оператор гибочных ЧПУ станков,45000.0,50000.0,RUR,Калуга,2022-12-23T09:15:21+0300
1873,1С разработчик,90000.0,,RUR,Новосибирск,2022-12-23T05:57:20+0300
1874,Team Lead Backend (PHP),300000.0,,RUR,Москва,2022-12-23T09:42:56+0300
1875,"Программист 1С в команду ""Денежные переводы""",,,,Томск,2022-12-23T06:51:58+0300
1876,Автор по программированию,,50000.0,RUR,Новосибирск,2022-12-23T08:32:59+0300
1877,Старший технический специалист,60000.0,,RUR,Красноярск,2022-12-23T08:03:31+0300
1878,Программист 1С SENIOR (гибрид/удаленка/офис),,,,Челябинск,2022-12-23T06:54:11+0300
1879,Senior Android Developer,,380000.0,RUR,Санкт-Петербург,2022-12-23T10:39:48+0300
1880,Автор по программированию,,50000.0,RUR,Челябинск,2022-12-23T08:32:59+0300
1881,Инженер IT отдела,,,,Южно-Сахалинск,2022-12-23T06:25:30+0300
1882,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Новосибирск,2022-12-23T10:24:34+0300
1883,Senior/Lead Python-разработчик,,,,Новосибирск,2022-12-23T07:57:28+0300
1884,Ведущий инженер-программист ПЛИС,,,,Санкт-Петербург,2022-12-23T11:49:31+0300
1885,Инженер-разработчик 1С,,,,Караганда,2022-12-23T07:26:48+0300
1886,Разработчик ETL\DWH [id9725],,,,Санкт-Петербург,2022-12-23T11:52:15+0300
1887,Ведущий специалист отдела АСУП,,,,Челябинск,2022-12-23T07:13:05+0300
1888,Специалист по разработке и сопровождению ESB,,,,Москва,2022-12-23T08:38:12+0300
1889,Senior/Lead Python-разработчик,,,,Самара,2022-12-23T07:57:28+0300
1890,"Инженер данных (качество сервисов,SLA)",,,,Москва,2022-12-23T08:55:52+0300
1891,Специалист по внедрению и сопровождению ПО,27000.0,,RUR,Орел,2022-12-23T09:34:21+0300
1892,Ведущий аналитик 1С:ERP,,,,Санкт-Петербург,2022-12-23T11:42:10+0300
1893,Team Lead Bitrix24 (с экспертизой во frontend),,280000.0,RUR,Москва,2022-12-23T09:11:21+0300
1894,Системный архитектор (удаленно),,,,Казань,2022-12-23T10:32:34+0300
1895,Openstack engineer,,,,Москва,2022-12-23T11:28:35+0300
1896,Senior Kotlin Multiplatform разработчик,,,,Новосибирск,2022-12-23T10:28:51+0300
1897,Ведущий программист 1С,,,,Санкт-Петербург,2022-12-23T11:42:14+0300
1898,Инженер-верификатор,,,,Москва,2022-12-23T11:20:40+0300
1899,Медиастратег Senior,,,,Екатеринбург,2022-12-23T10:48:38+0300
1900,Функциональный архитектор (удаленно),,,,Казань,2022-12-23T10:32:42+0300
1901,Senior Android Developer,,,,Москва,2022-12-23T11:52:47+0300
1902,Главный специалист отдела информационных технологий,,,,Тюмень,2022-12-23T07:37:06+0300
1903,Автор по программированию,,50000.0,RUR,Омск,2022-12-23T08:32:59+0300
1904,Программист 1C,,,,Москва,2022-12-23T11:07:43+0300
1905,Инженер-тестировщик (Стажер),,,,Самара,2022-12-23T12:45:25+0300
1906,Junior Java разработчик (Стажер),,,,Новосибирск,2022-12-23T12:30:56+0300
1907,Инженер-тестировщик (Стажер),,,,Екатеринбург,2022-12-23T12:45:25+0300
1908,Инженер-тестировщик (Стажер),,,,Новосибирск,2022-12-23T12:45:25+0300
1909,Junior Developer / младший программист / бэкенд разработчик,,,,Тула,2022-12-23T17:18:51+0300
1910,Frontend-разработчик,,,,Минск,2022-12-23T16:10:04+0300
1911,Системный администратор,110000.0,120000.0,RUR,Тула,2022-12-23T16:34:53+0300
1912,Python Backend Разработчик,400000.0,600000.0,KZT,Алматы,2022-12-23T15:09:48+0300
1913,Графический дизайнер,115000.0,115000.0,RUR,Москва,2022-12-23T14:41:56+0300
1914,Стажер frontend-разработчик,,,,Москва,2022-12-23T16:22:42+0300
1915,QA Engineer,,1600.0,USD,Минск,2022-12-23T12:59:37+0300
1916,Специалист по тестированию,,,,Москва,2022-12-23T15:06:08+0300
1917,Тестировщик ПО,,,,Москва,2022-12-23T14:17:35+0300
1918,Веб-тестировщик / Тестировщик сайтов / QA (ОФИС),70000.0,,RUR,Москва,2022-12-23T14:03:14+0300
1919,Тестировщик игр,,,,Москва,2022-12-23T19:56:00+0300
1920,Инженер-тестировщик (Стажер),,,,Омск,2022-12-23T12:45:25+0300
1921,Программист/Разработчик (junior),40000.0,,RUR,Москва,2022-12-23T13:51:25+0300
1922,Технический специалист,85000.0,,RUR,Нижний Новгород,2022-12-23T17:35:53+0300
1923,Художник - декоратор (миниатюрист),40000.0,,RUR,Санкт-Петербург,2022-12-23T14:23:19+0300
1924,Customer Care Support,,,,Кипр,2022-12-23T12:27:11+0300
1925,Тестировщик по ручному тестированию \ QA Manual,,,,Санкт-Петербург,2022-12-23T13:22:49+0300
1926,Стажер-разработчик,,,,Екатеринбург,2022-12-23T21:10:06+0300
1927,Помощник аналитика,14000.0,,RUR,Москва,2022-12-23T14:19:09+0300
1928,Копирайтер/Сopywriter,1000.0,,BYR,Минск,2022-12-23T16:08:38+0300
1929,2D художник,,,,Москва,2022-12-23T14:07:49+0300
1930,Верстальщик,,,,Алматы,2022-12-23T13:28:14+0300
1931,Тестировщик по ручному тестированию \ QA Manual,,,,Москва,2022-12-23T13:20:26+0300
1932,Директор отдела информационных технологий,,,,Краснокамск,2022-12-23T15:18:58+0300
1933,Верстальщик,,,,Москва,2022-12-23T13:49:16+0300
1934,Менеджер по работе с маркетплейсами OZON и WB,37000.0,,RUR,Санкт-Петербург,2022-12-23T18:24:07+0300
1935,Инженер-тестировщик (Стажер),,,,Томск,2022-12-23T12:45:25+0300
1936,Инженер поддержки (3я линия),120000.0,150000.0,RUR,Москва,2022-12-23T15:00:27+0300
1937,Junior Java разработчик (Стажер),,,,Томск,2022-12-23T12:30:56+0300
1938,Python разработчик,,20000.0,RUR,Краснодар,2022-12-23T14:45:57+0300
1939,Frontend-разработчик (Junior+),,,,Екатеринбург,2022-12-23T17:06:43+0300
1940,Графический дизайнер (удаленно),,25000.0,RUR,Казань,2022-12-23T18:45:46+0300
1941,Стажер в отдел IT,,,,Тюмень,2022-12-23T16:02:34+0300
1942,Инженер технической поддержки,260000.0,260000.0,RUR,Воронеж,2022-12-23T16:53:49+0300
1943,Инженер технической поддержки,260000.0,260000.0,RUR,Ижевск,2022-12-23T16:55:31+0300
1944,Инженер технической поддержки,260000.0,260000.0,RUR,Тольятти,2022-12-23T16:53:12+0300
1945,Python программист (Django),30000.0,50000.0,RUR,Санкт-Петербург,2022-12-23T16:14:59+0300
1946,Дизайнер инфографики,50000.0,,RUR,Москва,2022-12-23T16:16:50+0300
1947,2D-художник (персонажи и локации),,,,Санкт-Петербург,2022-12-23T16:15:24+0300
1948,Системный администратор (стажер),,,,Воронеж,2022-12-23T16:40:46+0300
1949,Инженер-разработчик встраиваемых систем,800000.0,,KZT,Алматы,2022-12-23T14:09:42+0300
1950,Kotlin developer,90000.0,,RUR,Москва,2022-12-23T18:10:12+0300
1951,.NET Разработчик,,,,Ташкент,2022-12-23T19:07:37+0300
1952,Junior frontend разработчик (удаленно),1000.0,2000.0,USD,Москва,2022-12-23T17:47:53+0300
1953,Оператор станка,65000.0,,RUR,Иркутск,2022-12-23T20:16:12+0300
1954,IT-лидер кластера (IT PO),450000.0,,RUR,Москва,2022-12-23T15:00:51+0300
1955,Frontend-разработчик,100000.0,,RUR,Нижний Новгород,2022-12-23T15:04:58+0300
1956,Графический дизайнер,60000.0,,RUR,Саратов,2022-12-23T13:22:27+0300
1957,Главный механик,55000.0,,RUR,Нижний Новгород,2022-12-23T15:44:37+0300
1958,"Тестировщик/QA-инженер (web, mobile)",60000.0,80000.0,RUR,Москва,2022-12-23T20:42:51+0300
1959,Системный администратор,45000.0,,RUR,Ставрополь,2022-12-23T14:04:16+0300
1960,Верстальщик,,,,Астана,2022-12-23T13:28:14+0300
1961,Старший инженер службы эксплуатации,60000.0,,RUR,Владимир,2022-12-23T21:06:14+0300
1962,Системный администратор,,100000.0,RUR,Тула,2022-12-23T15:48:05+0300
1963,Бизнес-аналитик,3200.0,,BYR,Минск,2022-12-23T14:12:53+0300
1964,"Руководитель направления ""Бережливые технологии""",,,,Нижний Новгород,2022-12-23T16:31:53+0300
1965,Копирайтер / редактор,,,,Москва,2022-12-23T17:31:43+0300
1966,Арт-директор,,,,Минск,2022-12-23T16:59:28+0300
1967,Главный механик сельхозпредприятия,114900.0,114900.0,RUR,Краснодар,2022-12-23T16:49:30+0300
1968,Младший системный администратор,55000.0,55000.0,RUR,Москва,2022-12-23T17:12:55+0300
1969,Тестировщик,,,,Москва,2022-12-23T15:53:31+0300
1970,Junior Data Scientist (Стажер),,,,Санкт-Петербург,2022-12-23T12:57:27+0300
